index,rating,comment
12766,1.0,Ich kann Hr. Dr. Strehle nur empfehlen. Er ist ein Arzt der auf die Probleme der Patienten eingeht und sich hierfür auch die Zeit nimmt. Dies ist heute bei anderen Ärzten leider oft nicht mehr der Fall. Ich würde jedem diesen super Arzt nur ans Herz legen!
25890,1.0,"Habe kurzfristig mit ausgerenktem Wirbel einen Termin bekommen. Schnelle und wirksame Behandlung.<br />
Auch eine Folgetherapie beim Physio wurde verschrieben. Er gab mir auch Tipps für das Verhalten beim Sport."
9874,1.0,"In dieser Praxis werden die Patienten wie es sich gehört behandelt. Nicht nur der Arzt gibt einen das gute Gefühl sondern das ganze Team ebenfalls. Schon beim rein gehen in die Praxis, wird man von der Sprechstundenhilfe mit einem freundlichem lächeln begrüßt, was einem zeigt und andeutet, du bist bei uns herzlich willkommen und gut aufgehoben. Solche Praxen gibt es nicht mehr viele... Leider.. Danke an das Dr. Karger Team...."
99683,1.0,sehr kompetent und freundlich! Das ganze Praxis Team ist super und sehr hilfsbereit.
132419,1.0,"Eine sehr freundliche und kompetente Ärztin, die sich viel Zeit nimmt und alles super und ausführlich erklärt. Die Untersuchung war sehr genau und auf Fragen wurde ohne Zeitdruck eingegangen. Meine kleine OP war ein Erfolg und auch eine von mir gewünschte kosmetische Privatleistung hat mich überzeugt<br />
Alles in allem fühle ich mich bei Frau Dr. Jentzmik sehr gut aufgenommen und werde sie immer wieder in Anspruch nehmen, ebenso wie meine Familie."
94275,1.0,"Da habe ich endlich das Gefühl, rundum gut aufgehoben zu sein. Praxis kann ich nur weiterempfehlen."
287485,1.0,"Herr Badstübner klärt auf-zeigt was gemacht wird,wie die Behandlung erfolgt-welche Besserung<br />
dadurch-nimmt sich Zeit"
385930,1.0,"Nach meinem Umzug nach München bin ich auf Empfehlung zu Herrn Gastroph gegangen und kann bis heute sagen, dass er ein wirklich ausgesprochen kompetenter Gynokologe ist.<br />
Die Arzthelferinnem sind leider oftmals unfreundlich, ungeduldig und höchst unkommunikativ,  aber der wirklich sehr freundliche Umgang von Herrn Dr. Gastroph macht dies wieder gut."
11141,1.0,"Seit nun gut 3 Jahren ist Dr Knittl der Zahnarzt meines Vertrauens. Von Routinekontrollen bis hin zum anfertigen einer Knirscherschiene - bei Dr Knittl und seinen weibllichen Helferinnen fühlt man sich stets gut beraten und hat das Gefühl man ist mehr als eine Nummer im Kalender. Positiv aufgefallen ist mir auch die Reinlichkeit der Praxis, welche sich in einer sehr schönen Jugendstilvilla befindet und über zwei Geschosse erstreckt. Insgesamt kann ich die Praxis ohne bedenken weiterempfehlen."
382593,1.0,Guter Arzt.Kümmert sich um seine Patienten.Gerne bei Ihm.
231220,1.0,"Bin Patient seit Übernahme der Praxis von Frau Dr. Moers-Carpi. Ich war von Anfang an sehr zufrieden. Bei verschiedenen Erkrankungen wurde und werde ich mit genau erklärter Diagnose umsichtig, freundlich und medizinisch allumfassend behandelt. Frau Doktor Moers-Carpi überzeugt durch Ihre ruhige klare Art. Den Patienten nie aus dem Auge verlierend. Das gesamte Praxispersonal ist ausgesprochen zuvorkommend und freundlich.<br />
Ich fühle mich in dieser Praxis sehr gut behandelt und aufgehoben."
411162,3.0,"Leider konnte ich nicht kurzfristig einen Termin absagen und habe eine Rechnung über 52 Euro bekommen. Früher waren wir mehrere Male bei der Praxis und waren immer ordentlich. Verstehe, dass wir selbe schuld sind, habe trotzdem nicht erwartet, dass bei so nur einem ""Ausfall"" die Praxis, die anscheinend viele Kunden hätte, schnell eine Rechnung schickt."
67061,1.0,Ich habe nur positive Erfahrungen mit Dr. Stein gemacht. Ich kann ihm währmstens weiterempfehlen.
1187,1.0,"Frau Corinna Büchner ist in der Praxis eher für die Kinderorthopädie inkl. Säuglingssonographie spezialisiert.<br />
<br />
Für allgemeine Orthopädische Probleme jeden alters ist Corinna Büchner aber eine gute Ärztin. <br />
<br />
Frau Büchner ist immer freundlich und ansprechbar. Jegliche Therapien, Diagnostiken und Hilfsmittel habe ich von ihr verschrieben bekommen, wenn man sie darauf angesprochen hat.<br />
<br />
Die Sprechstunde verlief schnell aber strukturiert.<br />
Bin ja nicht zum Kaffeeplausch gekommen. Trotzdem scheint Fr. Büchner immer ein offenes Ohr zu haben. Auch wenn der Praxisalltag anders ausschaut.<br />
<br />
Die Praxis mit drei weiteren Ärzten ist hell und freundlich gestaltet.<br />
und besitzt separat eine Kinderecke zum spielen.<br />
<br />
Alle Mitarbeiter sind bemüht und freundlich.<br />
Akuttermine werden telefonisch immer um 7 Uhr am Morgen vergeben. <br />
Einfach mal Geduld haben. Um diese Zeit rufen viele Patienten an. Ich bin nach etwas warten aber immer durchgekommen und  für den gleichen Tag noch ein Akut.Termin bekommen."
338351,1.0,"Vorbildlich, Glücksfall für den Patienten."
330131,1.0,"War nunmehr öfters in Behandlung. Die Praxis wurde mir empfohlen durch einen Bekannten. Das Ambiente schön, der Behandler sehr nett. Das Praxisteam freundlich und zuvorkommend. Es wurde einem immer alles genau erklärt. Fühle mich dort sehr gut aufgehoben.<br />
Mir wurde die Angst vor dem Zahnarztbesuch genommen."
404993,1.0,"Dieses war jetzt schon das 2.Mal, dass ich mich von Herrn Dr. Völker untersuchen hab lassen und ich kann ihn einfach nur weiterempfehlen. Sein Team und insbesondere Er geben einem von Anfang an das Gefühl gut aufgehoben zu sein. Zudem ist das Equipment super modern. Zu Beginn hat er mir wieder komplett die Angst der bevorstehenden Untersuchungen genommen. Auch die Narkose verlief reibungslos. Nach einer halben Stunde war die Untersuchung (Gastroskopie/Coloskopie) bereits vorbei.<br />
A.W."
209980,4.0,"Jahrelang Patient und immer zufrieden. <br />
Dann wurde mir ein sogenannter „Ärztevertrag“ vorgelegt, das ich mich verpflichte „nur noch dort“ behandelt zu werden. Für jeden Facharzt müsste ich mir dort eine Überweisung raus holen. Als ich den Vertrag ablehnte wurde ich genervt und mehrmals  darauf hingewiesen, dass es ohne die Unterschrift sein kann, dass ich bei den offenen Sprechzeiten abgelehnt und nach Hause geschickt werde. Genauso genervt wurde ich behandelt. Frechheit. Nie wieder!!!"
355049,4.0,"Arzthelferinnen völlig unfreundliche und inkompetente Mädchen, die auf dem Tresen herumlungern und hinter dem Rücken des Arztes Grimassen ziehen. Keinerlei Kundenorientiertheit, man hat ständig das Gefühl, zu stören. "
285007,2.0,"Da ich leider nicht mehr in Behandlung bei Dr.Volk bin,weil ich entgenervt<br />
von den Team am Desk bin.Extrem lange Wartezeit mit Termin(fast 3 Std)und extrem schlechte Launen der Mitarbeiterinnen die sich vor Patienten in den Haaren haben.Es tut mir leid für den Doktor aber hier werden mit Sicherheit mehr Patienten gehen."
299337,1.0,"Ich gehe seit 8 Jahren zu Dr Gringmuth. Sie ist eine wunderbare Aerztin, die mir immer genau zuzuhoert bei meinen Beschwerden. Sie ist zwar ein wenig distanziert, aber dennoch freundlich.<br />
<br />
Manchmal gehe ich auch zu Dr Friedrich - was fuer eine tolle, humorvolle und gruendliche Aerztin. Ich mag ihre ruhige und herzliche Art. Sie gibt einem das Gefuehl, willkommen zu sein. Weiter so, liebe Frau Dr Friedrich."
320768,1.0,Herr Dr. Hater ist ein engagierter und kompetenter Arzt
412783,1.0,"Einfach gut, vom ersten Gespräch bis nach der OP"
203173,2.0,Ein Arzt der Ruhe ausstrahlt und von dem man sich verstanden fühlt.
161262,3.0,"War vorher bei andern Urologe und zum Glück einmal bei Prof. Becken.<br />
Prof. Beecken  hatte  einen Verdacht auf Prostatakarzinom und hatte leider recht .Hatte OP in Martini Klinik Hamburg und bin ganz glücklich, wie alles gelaufen ist.<br />
<br />
Leider nimmt sich Herr Prof. Becken wenig Zeit im Gespräch und erklärt nicht viel, liegt vielleicht am Kassenpatient.<br />
<br />
Wichtig ist aber die Top Diagnose"
9706,1.0,"Ich gehe schon immer zu ihr und fühle mich dort immer sehr wohl und gut betreut. Allerdings hatte ich bisher keine außergewöhnlichen Krankheiten. Hätte ich sie, wäre ich auch damit sicher gut bei Frau Dost aufgehoben."
185799,1.0,Sehr freundliche und kompetente Beratung. Es wird sich Zeit für die Patienten und deren offene Fragen genommen. Sehr zufrieden!!
381481,1.0,"Freundlich, kompetent, Behandlung und Beratung hat schnell geholfen. Was will man mehr?! <br />
Wegen Schmerzen im Achillessehnenbereich brauchte ich kurzfristig einen Termin, den ich auch umgehend, am selben Tag, bekam. Die Achillessehnenreizung wurde korrekt diagnostiziert. Doktor Rauh beriet mich freundlich, humorvoll und kompetent. Dank Bandage, schuheinlagen, und dem Tipp, statt platten latschen lieber höhere clogs zu tragen, habe ich nun auch langfristig bisher keine Beschwerden mehr."
80770,1.0,"Frau Engelsing ist präzise, sachlich und unaufgeregt in ihrem Patientengespräch und der Anamnese; Fragen geht sie nicht aus dem Weg. Was will ein Patient mehr?"
418945,1.0,Bei mir wurde eine kleine Op durchgeführt. Von der Aufklärung bis zur Nachbetreuung war alles super. Meine Termine habe ich sehr schnell bekommen und die Wartezeit war auch total in Ordnung. Da habe ich bei anderen Fachärzten deutlich mehr Zeit im Wartezimmer verbracht. Auch die Assistentinen sind sehr freundlich und hilfsbereit. Top!
304242,6.0,"Trotz vereinbartem Termin über eine Stunde gewartet. Dann rauscht der Arzt rein, hört nicht richtig zu, kommentiert alle vorgetragenen Bedenken mit 'passt schon!' und 'Da kann man nichts machen!', bietet keinerlei Beratung an und sagt nur 'ist alles in Ordnung'. Den schönen Guten Abend, den er dann noch zu Abschied wünscht, kann er sich dann gerne sparen.<br />
Jeder Mensch weiß, dass man bei anstrengender langer Computerarbeit mit Übungen oder Computerbrillen Müdgkeit entgegenwirken und das Sehen unterstützen kann. Keinerlei Beratung auch an dieser Stelle. Am liebsten hätte er mich nach 45 Sekunden wieder gebet aufzustehen. - einfach eine Frechheit!!!<br />
Außen vor: Die Sprechstundenhilfen war sehr bemüht und freundlich! - Schienen aber auch schon sehr genervt von ihrem Doktor zu sein.... schade!"
230160,1.0,"Nach langer Suche endlich eine Hausärztin gefunden, zu der ich auf Anhieb Vertrauen fassen konnte. Frau Dr. Hecker ist dynamisch, gründlich, empathisch, zugewandt, kompetent und fürsorglich - und wie auch Ihre Mitarbeiterinnen stets freundlich!"
132066,1.0,"Nach meinem ersten Besuch kann ich schon jetzt sagen, dass dies meine neue Hausärztin wird."
349804,1.0,"Frau Dr. von Bayern ist eine sehr kompetente und freundliche Ärztin, die ihr Handwerk definitiv versteht. Die Praxisräume sind sehr liebevoll eingerichtet und geben einem,  genau wie ihre Ärztin, ein behagliches , vertrauenvolles Gefühl. <br />
 Kann ich nur empfehlen."
416615,1.0,"Nettes cooles Team, super Ärztin .Top gelegene Praxis mit Blick auf Dom und Passau. Kann ich jedem empfehlen."
90985,5.0,"sind mehr als unglaubwürdig. Es handelt sich um eine ganz normale Praxis mit mittelmäßig freundlichem Hilfspersonal und einem eingebilfeten Arzt, der immer recht hat und Zusammenhànge erst auf Aufforderung halbwegs erklärt. Da gibt es leider nichts zu empfehlen! Die vielen.1.0 Bewertungen sind ganz offensichtlich Fake."
219435,1.0,"Bin seit Jahren Patient dieser Praxis. Das Team und die Ärzte sind allesamt gut. Irgendwann hat sich herauskristallisiert, dass ich mit Dr. Hüsken am besten zurecht komme. Er strahlt Kompetenz aus, ohne dabei arrogant zu wirken. Kein überhebliches Gehabe. Echt sehr guter Allgemeinmediziner und Hausarzt. Sein Steckenpferd ist wohl die Chirotherapie. Meine erste Anlaufstelle bei einem Hexenschuss. Hat mir schon oft geholfen, dabei sind vorher schon zwei Orthopäden daran verzweifelt."
207686,1.0,Ich bin erst seit kurzem bei der Praxis Blum und kann aber sagen dass ich zu 100% zufrieden bin . Alle sind super nett und die Behandlung ist total angenehm. Ich bin nach drei Jahren leider ohne Diagnose an diese Praxis empfohlen worden und habe sofort Hilfe bekommen . Danke !
104659,1.0,Ich bin sehr zufrieden und fühle mich sehr gut beraten und sehr gut betreut
350540,1.0,"Sehr kompetent, freundliche Mitarbeiter, nicht nennenswerte Wartezeiten bei Termin"
298328,1.0,"Sehr sympathische Ärztin. Ich hatte direkt das Gefühl, dass ich hier an der richtigen Adresse bin. Schöne Praxis, freundliches Team.<br />
Mir hat sie geholfen, ich kann sie uneingeschränkt weiterempfehlen. Vielen Dank!"
305582,4.0,"Trotz sehr starker Schmerzen versuchte die Arzthelferin mir zu erklären es sei kein Orthopäde im Hause. Erst nachdem eine Kollegin (Schmerztherapie) erkannte das hier ein Facharzt zurate gezogen werden muss, war nun doch ein Orthopäde da!? Menschlich sehr zuvorkommend aber anstatt mich gleich in eine Klinik zu Überweisen gab er mich mit einer Spritze ins Kniegelenk und lies einen Zinkleinenverband anlegen und hat mich mit dem Hinweis entlassen das ich mich um einen Termin für ein MRT kümmern solle und wenn ich den hätte würde ich geröngt werden und dann würde er weiter entscheiden. Nach meiner Behandlung hatte ich jedoch weiter solche Schmerzen das ich mehrmals fast kolabiert wäre. Ich lies mich daraufhin in die RST des Klinikums im Friedrichshain  Fahren, wo ich von der Aufnahmeärztin sofort stationär aufgenommen wurde und am 2. Tag wurde ich bereits operiert. Der Oprthopäde im Krankenhaus bestätigte meine Ansicht das eine sofortige Überweisung in ein Krankenhaus notwendig gewesen wäre. So wie ich von Herrn Badstübner behandelt wurde hat er mir mehr geschadet als geholfen. Der Behandelnde Orthopäde im Klinikum drückte über die Behandlung die mir wiederfahren ist sein Unverständnis aus da eigentlich eindeutig zu erkennen war das eine sofortige Überweisung das einzig Richtige gewesen wäre."
19293,4.0,"War unzufrieden,habe zu Einer anderen Frauenärztin gewechselt :("
206020,5.0,"Arrogant (sehr von sich überzeugt). Hört nicht zu. Grobschlächtig.<br />
<br />
Das Personal ist sehr freundlich."
291280,1.0,"Ein Arzt, der mit dem Patienten auf Augenhöhe<br />
spricht. Er nimmt sich Zeit und beantwortet<br />
alle Fragen in Ruhe. Man fühlt sich auch als<br />
Kassenpatient sehr gut aufgehoben. Bespricht<br />
alle Therapien mit dem Patienten."
255597,1.0,"Dr Haidary ist der beste,ganz gute und nette Arzt <br />
Er ist ganz Profi <br />
Mein Sohn hat nach der Operation gar nichts Schmerz <br />
Bin total zufrieden damit <br />
Gott beschütze Herrn Doktor ??"
354660,1.0,"Note 1 für 9jährige, sehr erfolgreiche  Behandlung eines Prostata-Karzinoms. Beste Therapie-entscheidungen unter Einbeziehung von kompetenten Partnern/Kliniken im Raum Bonn. Vertrauensvolle,aufgeschlossene Beratung einschl. Ehepartner. Effiziente Organisation und Führung einer Doppelpraxis."
160498,1.0,"Ich bin sehr zufrieden mit meiner Behandlung.<br />
Schnelle Terminvergabe, keine Wartezeit in der Praxis, sehr gute Beratung. Kostenvoranschläge wurden eingehalten. Dr. Theissen arbeitet sehr sorgfältig und genau. Meine Behandlung benötigte nicht mehr Zeit als unbedingt nötig. Mit dem Ergebniss bin ich sehr zufrieden.<br />
Ich werde wenn nötig auch weitere Behandlungen hier durchführen lassen.<br />
Dr. Theissen und sein Team arbeiten sehr proffessionell."
432965,1.0,"Ich bin sehr froh dass ich habe Frau Jansen als meine Frauen Arzt. Sie ist einfach super! Ich würde definitiv weiter empfehlen <3 <3 <3 <3.<br />
Sie ist sehr professionell und immer für Patientinnen da."
256065,1.0,"Das was er macht, kann er sehr gut. Und das was er nicht kann, davon lässt er die Hände. So soll es sein ! <br />
Habe wegen einer Zweitmeinung zwei andere Ärzte aufgesucht. Diese beiden Ärzte waren sehr oberflächlich, gewinnorientiert und strotzten vor Selbstüberschätzung. Und das Schlimmste...sie boten Leistungen auf ihrer Homepage an, die sie nicht durchführen, bzw. es als ""Schrott"" bezeichneten. Warum wird dann mit diesen Leistungen geworben ? Ganz anders Dr. Boecken. Was er anbietet, dass macht er auch. Gruß aus HH-Harburg"
373336,1.0,"Von der Voruntersuchung, bei der OP, bis zur Nachuntersuchung lief alles zu meiner vollsten Zufriedenheit.Vielen Dank an das sehr nette Praxisteam und an Dr.Anke mit seiner äußerst,ruhigen und sehr freundlichen Art."
424875,1.0,"War nun meine 3 Hüft OP und bin 100% zufrieden. <br />
Kaum Schmerzen nach der OP und am gleichen Tag noch auf dem operierten Bein gestanden.<br />
Top Versorgnung im Krankenhaus und Herr Dr Nolde war jeden Tag zu sprechen bzw. kam zur Visite.<br />
Würde zu keinem anderen Arzt gehen."
292852,1.0,"Ich bin noch niemals auf so wertschätzende Weise untersucht worden. <br />
<br />
Sie hat sehr dazu beigetragen, dass es mir nach langer Zeit endlich besser geht! <br />
<br />
Ich bin sehr dankbar, dass sie sich auserordentlich viel Zeit für mich nahm. <br />
<br />
DANKE!"
208469,1.0,"Ich war nun bereits zum wiederholten Male Patient bei Herrn Dr. Stahl, und bin wie auch zuvor immer kompetent, fachkundig und wirksam behandelt worden.<br />
Ein unfreundliches oder gar herablassendes Verhalten, wie in einigen Bewertungen unterstellt, kann ich in keiner Weise bestätigen, ich wurde im Gegenteil immer freundlich und aufmerksam behandelt. <br />
Daher komme ich auch in Zukunft gerne weiter in die Praxis von Dr. Stahl."
124669,1.0,"vielen Danke für die  Behandlung und Beratung. Die Praxis ist super organisiert, ich habe selten länger als 10 Minuten warten müssen. Alle waren sehr einfühlsam mit mir - aber ohne Übertreibung. Ich bin gut aufgehoben in der Praxis von Frau Dr. Tanner"
176383,1.0,"Die ganze Praxis ist einfach super egal ob Sprechstundenhilfe oder die Ärzte einfach top. Ich fühle mich immer wohl und gehe gern hin ( habe mit 32 Rheuma bekommen ) er war der einzige Arzt der mir meine Schmerzen nehmen konnte und mich medikamentös richtig einstellen konnte. <br />
Kann ich jedem empfehlen"
431006,1.0,"Die Praxis hat sich auf Magen- Darmspiegelungen spezialisiert und führt sie in exzellenter Weise durch. Die Narkose ist perfekt.  Der gesamte Ablauf ist sehr gut organisiert. Dr. Bruhn ist ein freundlicher Gesprächspartner, der Behandlung und Diagnose gut verständlich erklärt."
287213,5.0,"Folgekonsultation nach Erstbehandlung wegen eines fiebrigen Infekts vor 3 Tagen - über 3,5 h Wartezeit!!!!!"
276104,1.0,"Niemand kann so gut und so schnell grössere Eingriffe vornehmen wie Christian Vocke. Super Zahnarzt mit wirklich kompetenten Helfern. Ich komme für grössere Eingriffe extra von der Alster an die Elbe gefahren und bin seit Jahren sehr zufrieden. <br />
Allerdings ist Kommunikation und Röntgen ist noch analog."
302890,1.0,"5 Tage bevor ich in den Urlaub fahren wollte, hatte ich plötzlich eine dicke erkältung mit fieber und ohrenschmerzen. telefonisch habe ich bei mehreren praxen am selben tag  keinen termin als kassenpatient mehr bekommen. dann stiess ich im internet auf diese praxis. nach den vorigen bewertungen war ich mir nicht sicher aber am telefon war die sprechstundenhilfe dann sehr freundlich und riet mir gleich vorbeizukommen. ich musste dann ca. 20 min wartezimmer  warten bis ich dran kam. fr. dr. kraas verschrieb mir dann ein antibiotikum und hat mir noch einige hilfreiche tips gegeben wie ich zusätzlich meine heilung beschleunigen kann ( nach dem inhalieren nicht sofort nach draußen gehen etc) und wie ich mich bei m fliegen am besten verhalte. 5 tage später bin ich fast gesund in den urlaub gestartet und konnte am ende sogar wieder schnorcheln. insgesamt empfand ich die behandlung als sehr kompetent, praxisnah und empfehlenswert. zudem sind in den praxisräumen einige schöne kunstwerke ausgestellt."
60758,1.0,"Bin Dr. med. Jan Gelhaus von seiner ehemaligen Arbeitsstätte (auch guter Praxis) ,,nachgereist ''. Er ist ein guter Arzt, der sich auch die Zeit nimmt alles verständlich zu erklären."
21427,1.0,"Dr. Knoll hat mir mit meiner Neurodermitis sehr geholfen, ich hatte schlimme Schübe aber sie hat das mit cremes und Schlangengift spritzen behandelt und seitdem habe ich kaum noch Symptome. Super Ärztin, welche nicht nur Cortison kennt!!!"
383586,1.0,"Bin seit mehreren Monaten bei ihm und wurde immer freundlich von den TFAs betreut. Herr Heiss selbst stellt allumfassend viele Differentialdiagnosen auf und bespricht was in welcher Reihenfolge ausgeschlossen wird, um sinnvoll zu einer Diagnose zu kommen. Sein Fachwissen ist weitreichend.<br />
Ich fühle mich mehr als gut versorgt"
347445,1.0,"Meine Tochter ist seit Jahre im LS Team in Behandlung ( Inviseline Schiene).<br />
Nun geht die Behandlung zu Ende und die Zähne meiner Tochter sind 1a.<br />
Frau Dr. Fröhlich hat meine Tochter während der Behandlung begleitet und ganz tolle Arbeit geleistet. Sie hat meiner Tochter die Angst vor dem Zahnarzt genommen und sie zur Zahnhygenie ermuntert. <br />
Frau Dr. Fröhlich hat uns in allen Fragen erklärende Antworten und Hilfen gegeben. Von mir einen ganz lieben Dank an diese tolle Ärztin, die nicht nur ein Händchen für Zähne sondern auch für Kinder/Jugendliche hat."
79340,5.0,"Spricht nicht, laechelt nicht, ihr Gesicht ist nur eine versteinerte Maske"
145907,1.0,"Die Schlagworte in der Überschrift drücken alles aus. Wenn Untersuchung und OP, dann Dr. Deck."
80205,1.0,"Ich war - wie bei meiner ersten Schwangerschaft - zum Ersttrimesterscreening bei Herrn Prof. Schelling. Ich kann ihn als Arzt wärmstens empfehlen: er ist fachlich sehr kompetent, nimmt sich Zeit und erklärt die Bilder und Befunde ausführlich und gut verständlich. Ich war erneut beeindruckt, wie super man alles auf Grund der modernen Ultraschalltechnik und der Erklärungen dazu sieht. Ich habe mich bei ihm sehr gut aufgehoben gefühlt. Zur Praxis: sie ist sehr schön - großzügig geschnitten, hell, freundlich und modern. Alles in allem war ich sehr zufrieden!"
42246,1.0,"Frau Dr. Groß ist ein absoluter Glücksfall als Ärztin! Sie ist eine exzellente, kompetente Homöopathin. Ich kann sie nur empfehlen!"
165781,1.0,"Bin seit ca 10 Jahren dort Patient. Habe diverse Kronen und auch Implantate erhalten. Frau Kück arbeitet sehr sorfältig und versucht die vorhandenen Zähne so lange wie möglich zu erhalten.. Mehrmals hat sie die Objekte zur Korrektur an die Labors zurückgegeben. Das Ergebnis war dann aber IMMER perfekt. Nie gab es später Probleme.  Wir sind inzwischen nach Florida gezogen, ich bin aber nach wie vor bei ihr Patient geblieben. Alle 6 Monate lasse ich mich dort checken - mit Vergnügen und absolutem Vertrauen."
435433,1.0,"Ich bin in einem schlechten physischen und psychischen Zustand zu Fr. Dr. Lindemann gekommen. Durch alternative Heilmethoden und Mikronährstoffen ist es ihr erfreulicherweise gelungen, mein Befinden deutlich zu verbessern und zu stabilisieren. Das verdanke ich auch ihrem Team, das immer sehr zuvorkommend ist und zu einer angenehmen Atmosphäre in der Praxis beiträgt."
388012,1.0,"Kompetent, zuverlässig und sympathisch!"
242616,1.0,Seit 10 Jahren bei Dr. Wack und immer bestens behandelt. Das Team ist auch sehr freundlich und kompetent. Kinder sind hier ebenso gut betreut; selber sind auch meine Jungs (9 und 10) hier.
134280,1.0,"Bei meinem Hausarzt fühle ich mich wohl, habe volles Vertrauen zu ihm. Neben der guten Fachkompetenz zeigt sich Hr. Dr. Schuster auch sehr menschlich!"
246120,1.0,Dr. Böhm redet nicht lange um den heißen Brei herum und lässt sich auf den Patienten ein. Informiert sachgerecht und stellt Alternativen jederzeit bereit. Jederzeit gehe ich wieder hin.
369373,1.0,"Fundierte, kompetente, freundliche und zeitnahe Behandlung meiner Beschwerden. Kaum Wartezeit bei Terminvergabe. Freundliche hilfsbereite Mitarbeiterinnen."
148702,1.0,Ich bin sehr zufrieden mit der Praxis. Die Ärztin sowie die Schwestern sind sehr liebevoll und vor allem Kinderfreundlich. Wir fühlen uns jedesmal wohl in der Praxis. Die Ärztin Weiß auch was sie tut und nimmt sich immer ausreichend Zeit für uns.
284234,1.0,Seit 10 Jahren wurde ich von Frau Ufermann in den Bereichen Allgemeinmedizin und Herzvorsorge betreut. Frau Ufermann ist eine kompetente und freundliche Ärztin. Sie nimmt sich viel Zeit für ihre Patienten. Ich kann sie uneingeschränkt weiterempfehlen. Auch das Praxisteam ist freundlich und hilfsbereit.
81810,1.0,"Dr. Sevinc ist ein Arzt bei dem man sich super aufgehoben fühlt.<br />
Der Mann kennt sich aus, nimmt sich Zeit, macht seinen Job einfach souverän.<br />
Hier gilt ""Kunde (Patient) ist König"".<br />
Ich hatte leider schon andere Zahnärzte (sogar mal 2 Tage Krankmeldung nach Arztbesuch) und daher kann das super beurteilen.<br />
Weiter so."
303073,6.0,"Ich kann mich nur anschließen. Verdammt lange Wartezeit, dann 5 Minuten bei der Ärztin um nichts zu erfahren. Auf Berichte/Befunde wartet man ewig, selbst Kinderarzt hatte nach 2 monaten noch keinen. Absolut keine kindergerechte Praxis. Unfreundlich"
357167,1.0,"Ich bin zum zweiten Mal in Behandlung. Mir gefällt außerordentlich gut die Freundlichkeit schon bei der Anmeldung, die schnelle Terminvergabe und die Ruhe und Gelassenheit, die Dr. Hinsen ausstrahlt.<br />
Nicht so gut gefallen mir die Akupunktur-Räume, allerdings muß ich sagen, dass es durch diese Aufteilung auch sehr schnell geht."
226822,4.0,"Dr. Klufmöller selber habe ich als sympathischen aber sehr kurz angebundenen Arzt empfunden.<br />
Beim Personal allerdings sieht das ganz anders aus.<br />
Die Schwestern in der Praxis sind unheimlich unfreundlich und patzig. <br />
Für mich ein absolutes KO Kriterium! <br />
<br />
Ich kann die Praxis aufgrund meiner Erfahrungen nicht weiterempfehlen."
118036,1.0,"Ich bin seit Jahren Patientin bei Dr. v. Sethe, klar spielt er seinen Fragenkatalog rauf und runter, aber dieser ist nun einmal effektiv ! Er nimmt sich Zeit für die Patienten, ist für die Diagnostik, meiner Meinung nach ein wirklich super Arzt und man fühlt sich gut aufgehoben. <br />
Die Sprechstundenhilfen geben sich große Mühe. In der Praxis ist es immer voll und die Damen organisieren alles, so gut es eben geht. Klar kann man da nicht jedem Patienten die volle Aufmerksamkeit widmen. Trotzdem wird immer geholfen, wo Not am Mann ist und die Damen versuchen ihr aller Bestes. <br />
Ich bin bis jetzt immer zufrieden gewesen !"
317966,1.0,Die Praxis ist sehr modern und man fühlt sich sehr wohl. Außerdem sind die Damen an der Rezeption sehr nett und hilfsbereit. Ich bin sehr zufrieden mit der Behandlung und kann jedem die Praxis weiter empfehlen
438158,1.0,Alles hat bestens geklappt. Personal ist sehr freundlich sowie Hr. Delli selbst. Praxis ist zentral gelegen und leicht aufzufinden. Gerne werde ich wieder kommen.
329120,1.0,"Ich bin nun ca. 25 Jahre die Patientin von Herrn Dr. Tschebiner und bin stets zuvorkommend von Ihm und seinem Team behandelt worden. Ob es die Behandlung oder die Terminvergabe betrifft, ich bin sehr zufrieden."
206690,1.0,"Sowohl der Arzt persönlich als auch das restliche Personal der Zahnarztpraxis ist sehr freundlich. Ich habe zeitnah einen Termin bekommen und musste vor Ort dann auch nicht lange warten. Die Praxis wirkt sehr modern und angenehm. Dr. Wilmes nimmt sich ausreichend Zeit, erklärt sein Vorgehen gründlich und ist sehr kompetent. Ich kann einen Besuch hier nur weiterempfehlen!"
19902,1.0,"Sehr geduldig, und nimmt sich sehr viel Zeit"
360947,1.0,"Sehr zu empfehlen. Meine Noten in allen Punkten mit ""Sehr gut"" sind berechtigt!!<br />
Dr. med. Rainer Schult hat sich sehr viel Zeit gelassen meine Akte gründlich zu studieren (für ihn war ich ein neuer Patient), um meine seit über 20 Jahren chronische Hauterkrankung zu lindern. Bis jetzt hat kein Hautarzt mir so viel Vertrauen geschenkt wie Herr Dr. Schult. Kein Hautarzt hat mich als Kassenpatient so gut aufgeklärt und so gut erklärt wie er. Auch beobachtete ich, das die Weiterbildung an sein Personal perfekt war. Besser geht es nicht.<br />
Danke, Danke!"
