text_original,text_cleaned,text_final,text_no_stopwords,target_language,language_original,rating_normalized
"Leider wurde ich kaum von der Ärztin aufgeklärt und hatte bedauerlicherweise das Gefühl, dass ich nicht ernst genommen wurde. <br />
Bei dieser Vorsorgeuntersuchung wurden die Brüste erst nachdem ich nachgefragt hatte, abgetastet. Obwohl ich die Schilddrüse untersuchen lassen wollte, wurde mir kein Blut entnommen. Aufgrund dieser Erfahrungen kann ich diese Frauenärztin leider nicht empfehlen.","Leider wurde ich kaum von der Ärztin aufgeklärt und hatte bedauerlicherweise das Gefühl, dass ich nicht ernst genommen wurde. br  Bei dieser Vorsorgeuntersuchung wurden die Brüste erst nachdem ich nachgefragt hatte, abgetastet. Obwohl ich die Schilddrüse untersuchen lassen wollte, wurde mir kein Blut entnommen. Aufgrund dieser Erfahrungen kann ich diese Frauenärztin leider nicht empfehlen.","Unfortunately, I received little information from the doctor and unfortunately had the feeling that I was not taken seriously. br During this check-up, the breasts were only palpated after I asked. Although I wanted to have my thyroid checked, no blood was taken. Based on these experiences, I unfortunately cannot recommend this gynecologist.",unfortunately received little information unfortunately feeling taken seriously check-up breasts palpated asked although wanted thyroid checked blood taken based experiences unfortunately recommend gynecologist,en,de,3.333333333333333
"Ich bin jahrelange äußerst zufriedene Patientin und fühle mich immer sehr gut aufgehoben, sehr kompetent behandelt und beraten. Herzlichen Dank dafür","Ich bin jahrelange äußerst zufriedene Patientin und fühle mich immer sehr gut aufgehoben, sehr kompetent behandelt und beraten. Herzlichen Dank dafür",I have been an extremely satisfied patient for years and always feel that I am in very good hands and that I am treated and advised very competently. Thank you very much for that,extremely satisfied years always feel good hands treated advised competently thank much,en,de,0.8333333333333333
"Seit vielen Jahren zufrieden, immer schnell einen Termin bekommen und alle Krankheiten konnten geheilt werden. Ebenso gute Vorsorge ...","Seit vielen Jahren zufrieden, immer schnell einen Termin bekommen und alle Krankheiten konnten geheilt werden. Ebenso gute Vorsorge ...","Satisfied for many years, always able to get an appointment quickly and all illnesses could be cured. Just as good precaution...",satisfied many years always able get quickly illnesses could cured good precaution ...,en,de,0.8333333333333333
"Sehr nette Schwestern. Dr. Grüber wirkt arrogant und gleichgültig zu meinem Anliegen. Reaktion auf meine Beschwerden > Kenne ich, kenne ich. Na toll !!! Gesprächsdauer zum Problem <1 Minute. Ratschläge oder gar Tipps, Fehlanzeige.<br />
Wenigstens wurde Medikamente verschrieben.","Sehr nette Schwestern. Dr. Grüber wirkt arrogant und gleichgültig zu meinem Anliegen. Reaktion auf meine Beschwerden  Kenne ich, kenne ich. Na toll !!! Gesprächsdauer zum Problem 1 Minute. Ratschläge oder gar Tipps, Fehlanzeige.br  Wenigstens wurde Medikamente verschrieben.","Very nice sisters. Dr. Grüber seems arrogant and indifferent to my concerns. Reaction to my complaints I know, I know. Great !!! Duration of conversation about the problem: 1 minute. Advice or even tips, none.br At least medication was prescribed.",nice sisters dr. grüber seems arrogant indifferent concerns reaction complaints know know great duration conversation problem minute advice even tips none.br least medication prescribed,en,de,4.166666666666667
"Habe selten einen Arzt gefunden, der so gründlich untersucht , umfassend informiert und behandelt. Kurze Wartezeiten, gute Erreichbarkeit und nicht zuletzt die Freundlichkeit beim Empfang sind wirklich positiv zu bemerken.","Habe selten einen Arzt gefunden, der so gründlich untersucht , umfassend informiert und behandelt. Kurze Wartezeiten, gute Erreichbarkeit und nicht zuletzt die Freundlichkeit beim Empfang sind wirklich positiv zu bemerken.","I have rarely found a doctor who examines, provides comprehensive information and treats so thoroughly. Short waiting times, easy accessibility and, last but not least, the friendliness at reception are really positive things to note.",rarely found examines provides comprehensive information treats thoroughly short waiting times easy accessibility last least friendliness reception really positive things note,en,de,0.8333333333333333
"Wir sind morgens ohne Termin kurzfristig zwischengeschoben worden, keine halbe Stunde Wartezeit! Sehr freundliches Praxisteam und sehr freundliche, kompetente Ärztin.<br />
Gut, dass es eine rein kinderchirurgische Praxis in Lübeck gibt.","Wir sind morgens ohne Termin kurzfristig zwischengeschoben worden, keine halbe Stunde Wartezeit! Sehr freundliches Praxisteam und sehr freundliche, kompetente Ärztin.br  Gut, dass es eine rein kinderchirurgische Praxis in Lübeck gibt.","We were put in at short notice in the morning without an appointment, and we didn't have to wait half an hour! Very friendly practice team and very friendly, competent doctor. It's good that there is a purely pediatric surgery practice in Lübeck.",put short notice morning without n't wait half hour friendly practice team friendly competent good purely pediatric surgery practice lübeck,en,de,0.8333333333333333
"Auf der Suche nach einem neuen Hausarzt in München, habe ich einige Ärzte bereits ausprobieren können. Frau Dr. Kolsouzidou super freundlich, aufmerksamer, Sie nimmt sich die Zeit, die man benötigt, man wird super aufgeklärt, die Wartezeiten sind super kurz. Ich kann sie nur weiterempfehlen","Auf der Suche nach einem neuen Hausarzt in München, habe ich einige Ärzte bereits ausprobieren können. Frau Dr. Kolsouzidou super freundlich, aufmerksamer, Sie nimmt sich die Zeit, die man benötigt, man wird super aufgeklärt, die Wartezeiten sind super kurz. Ich kann sie nur weiterempfehlen","When looking for a new family doctor in Munich, I have already tried out a few doctors. Ms. Dr. Kolsouzidou is super friendly, more attentive, she takes the time you need, you are very well informed, the waiting times are super short. I can only recommend her",looking new family munich already tried doctors ms. dr. kolsouzidou super friendly attentive takes time need well informed waiting times super short recommend,en,de,0.8333333333333333
"Kurzfristiger Termin, kaum Wartezeit nach der Anmeldung, angenehme Ansprache sowohl durch die Angestellten als auch durch die Ärztin. Zügige Behandlung und umfassende Aufklärung und Beantwortung von Fragen. Fühle mich hier gut aufgehoben mit den o.g. Anliegen.","Kurzfristiger Termin, kaum Wartezeit nach der Anmeldung, angenehme Ansprache sowohl durch die Angestellten als auch durch die Ärztin. Zügige Behandlung und umfassende Aufklärung und Beantwortung von Fragen. Fühle mich hier gut aufgehoben mit den o.g. Anliegen.","Appointment at short notice, hardly any waiting time after registration, pleasant approach from both the employees and the doctor. Prompt treatment and comprehensive explanation and answers to questions. I feel in good hands here with the concerns mentioned above.",short notice hardly waiting time registration pleasant approach employees prompt treatment comprehensive explanation answers questions feel good hands concerns mentioned,en,de,0.8333333333333333
"Den Kommentaren meiner Vor-Patienten gibt es eigentlich nichts hinzuzufügen, nur: Ich wünsche Dr.Holzhüter viel Glück an seinem neuen Standort in der EUROPA-Passage, die ja auch mit dem öffentlichen Nahverkehr viel leichter und bequemer zu erreichen ist als Eppendorf. Mögen Dr.Holzhüter und sein Team die hohe Qualität ihrer Arbeit bewahren !","Den Kommentaren meiner Vor-Patienten gibt es eigentlich nichts hinzuzufügen, nur: Ich wünsche Dr.Holzhüter viel Glück an seinem neuen Standort in der [ID]-Passage, die ja auch mit dem öffentlichen Nahverkehr viel leichter und bequemer zu erreichen ist als Eppendorf. Mögen Dr.Holzhüter und sein Team die hohe Qualität ihrer Arbeit bewahren !","There's actually nothing to add to the comments of my previous patients, only: I wish Dr. Holzmützer good luck in his new location in the [ID]-Passage, which is much easier and more convenient to reach by public transport than Eppendorf. May Dr. Holzhütter and his team maintain the high quality of their work!",actually nothing add comments previous patients wish dr. holzmützer good luck new location -passage much easier convenient reach public transport eppendorf may dr. holzhütter team maintain high quality work,en,de,0.8333333333333333
"Ich habe Vater und Sohn Geisse beide als ausgezeichnete, hoch kompetente und geduldige HNO-Ärzte kennengelernt. Meinen Beschwerden konnten sie weit tiefer auf den Grund gehen, als jeder andere HNO zuvor.<br />
Ich bin einigermaßen erschrocken über die teils sehr negativen Wertungen hier, die ich nicht nachvollziehen kann. Natürlich ist diese Praxis sehr bekannt, und daher gut ausgebucht, was einen Teil des Ärgers ausmachen wird. Denn man braucht schon Geduld, wenn man einen Termin ausmachen möchte. Aber das ist nun einmal so bei einer guten Praxis... Wobei man in Notfällen sehr wohl sofort einen Termin bekommen kann, schon zweimal bei mir so geschehehen, und das als Kassenpatient. Einen anstehenden Urlaub halte ich allerdings nicht für einen Notfall...","Ich habe Vater und Sohn Geisse beide als ausgezeichnete, hoch kompetente und geduldige HNO-Ärzte kennengelernt. Meinen Beschwerden konnten sie weit tiefer auf den Grund gehen, als jeder andere HNO zuvor.br  Ich bin einigermaßen erschrocken über die teils sehr negativen Wertungen hier, die ich nicht nachvollziehen kann. Natürlich ist diese Praxis sehr bekannt, und daher gut ausgebucht, was einen Teil des Ärgers ausmachen wird. Denn man braucht schon Geduld, wenn man einen Termin ausmachen möchte. Aber das ist nun einmal so bei einer guten Praxis... Wobei man in Notfällen sehr wohl sofort einen Termin bekommen kann, schon zweimal bei mir so geschehehen, und das als Kassenpatient. Einen anstehenden Urlaub halte ich allerdings nicht für einen Notfall...","I got to know father and son Geisse as both excellent, highly competent and patient ENT doctors. They were able to get to the bottom of my complaints far more deeply than any other ENT before. I am somewhat shocked by the sometimes very negative reviews here, which I cannot understand. Of course, this practice is very well known and therefore well booked, which will account for some of the trouble. Because you need patience if you want to make an appointment. But that's just the way it is with a good practice... Although in emergencies you can get an appointment straight away, this has already happened to me twice, and that as a statutory health insurance patient. However, I don't consider an upcoming vacation to be an emergency...",got know father son geisse excellent highly competent ent doctors able get bottom complaints far deeply ent somewhat shocked sometimes negative reviews understand course practice well known therefore well booked account trouble need patience want make way good practice ... although emergencies get straight away already happened twice statutory health insurance however n't consider upcoming vacation emergency ...,en,de,0.8333333333333333
Bin seit mehreren Jahren bei Dr Schwenger in Behandlung! Habe immer nur positive Erfahrungen machen können! Die Wartezeiten sind immer im Rahmen und einem wird kompetent weitergeholfen! Kann diese Praxis/und Dr Schwenger nur jedem ans Herz legen! Egal ob gesetzlich oder Privatversichert!,Bin seit mehreren Jahren bei Dr Schwenger in Behandlung! Habe immer nur positive Erfahrungen machen können! Die Wartezeiten sind immer im Rahmen und einem wird kompetent weitergeholfen! Kann diese Praxisund Dr Schwenger nur jedem ans Herz legen! Egal ob gesetzlich oder Privatversichert!,I have been treated by Dr Schwenger for several years! I have only ever had positive experiences! The waiting times are always reasonable and you receive competent help! I can only recommend this practice and Dr Schwenger to everyone! Regardless of whether you have statutory or private insurance!,treated schwenger several years ever positive experiences waiting times always reasonable receive competent help recommend practice schwenger everyone regardless whether statutory private insurance,en,de,0.8333333333333333
Besonders für Angstpatienten zu empfehlen!,Besonders für Angstpatienten zu empfehlen!,Especially recommended for anxious patients!,especially recommended anxious patients,en,de,0.8333333333333333
"Schon an der Rezeption wird man super freundlich empfangen und ich bin auch pünktlich drangekommen. Dr. Lodin wirkte sehr kompetent, war ebenfalls super nett und hat sich Zeit für all meine Anliegen genommen. Ich fühlte mich in guten Händen und empfehle die Praxis definitiv weiter. Das Warten auf einen Termin lohnt sich.","Schon an der Rezeption wird man super freundlich empfangen und ich bin auch pünktlich drangekommen. Dr. Lodin wirkte sehr kompetent, war ebenfalls super nett und hat sich Zeit für all meine Anliegen genommen. Ich fühlte mich in guten Händen und empfehle die Praxis definitiv weiter. Das Warten auf einen Termin lohnt sich.","The reception was very friendly and I arrived on time. Dr. Lodin seemed very competent, was also super nice and took the time to address all of my concerns. I felt like I was in good hands and definitely recommend the practice. The wait for an appointment is worth it.",reception friendly arrived time dr. lodin seemed competent also super nice took time address concerns felt like good hands definitely recommend practice wait worth,en,de,0.8333333333333333
"Gutes Gespräch, gute Aufklärung, Sorgfalt. Wenn es sein muss, gebe ich auch noch einhundertundfünfzig Zeichen ein. Alles okay. jetzt nur noch vierzehn Zeichen.","Gutes Gespräch, gute Aufklärung, Sorgfalt. Wenn es sein muss, gebe ich auch noch einhundertundfünfzig Zeichen ein. Alles okay. jetzt nur noch vierzehn Zeichen.","Good conversation, good explanation, care. If I have to, I'll also enter one hundred and fifty characters. Everything okay. now only fourteen characters.",good conversation good explanation care 'll also enter one hundred fifty characters everything okay fourteen characters,en,de,0.8333333333333333
"Bekam 2013 zunächst in der rechten Hüfte einen Oberflächenersatz und 2016 in der linken. Bin total zufrieden. Vergesse oft, dass ich überhaupt künstliche Hüftgelenke habe, kann alles machen und bin in keiner Weise eingeschränkt.","Bekam 2013 zunächst in der rechten Hüfte einen Oberflächenersatz und 2016 in der linken. Bin total zufrieden. Vergesse oft, dass ich überhaupt künstliche Hüftgelenke habe, kann alles machen und bin in keiner Weise eingeschränkt.","Initially had a resurfacing in the right hip in 2013 and the left in 2016. I'm totally satisfied. I often forget that I even have artificial hip joints, I can do everything and am not limited in any way.",initially resurfacing right hip 2013 left 2016. totally satisfied often forget even artificial hip joints everything limited way,en,de,0.8333333333333333
"Einer der besten und nettesten Ärzte die ich kenne. Fachlich kompetent, einfühlsam und lösungsorientiert.","Einer der besten und nettesten Ärzte die ich kenne. Fachlich kompetent, einfühlsam und lösungsorientiert.","One of the best and nicest doctors I know. Professionally competent, empathetic and solution-oriented.",one best nicest doctors know professionally competent empathetic solution-oriented,en,de,0.8333333333333333
"Sehr nettes Personal, keine Wartezeit, trotz verschiedener Untersuchungen (zwischen Keller und 1.Etage)  war nach 30 Minuten alles erledigt!","Sehr nettes Personal, keine Wartezeit, trotz verschiedener Untersuchungen zwischen Keller und 1.Etage war nach 30 Minuten alles erledigt!","Very nice staff, no waiting time, despite various examinations between the basement and the first floor, everything was done after 30 minutes!",nice staff waiting time despite various examinations basement first floor everything done minutes,en,de,0.8333333333333333
Noch nie zufriedener gewesen!  (:,Noch nie zufriedener gewesen! :,Never been happier! :,never happier,en,de,0.8333333333333333
Ich bin seit mehr als 15 Jahren bei Frau Dr. Grandjean als Hausärztin. Sie nimmt sich immer Zeit genommen und hat mir grundsätzlich weiter geholfen - auch mit der Überweisung an Fachärzte soweit erforderlich und sinnvoll. Neben der angenehmen persönlichen Betreuung schätze ich ihre Integrität und nicht zu vergessen das gute Praxismanagement der Helferinnen: Terminabsprachen und Rezeptbestellungen haben immer herovrragend geklappt.,Ich bin seit mehr als 15 Jahren bei Frau Dr. Grandjean als Hausärztin. Sie nimmt sich immer Zeit genommen und hat mir grundsätzlich weiter geholfen - auch mit der Überweisung an Fachärzte soweit erforderlich und sinnvoll. Neben der angenehmen persönlichen Betreuung schätze ich ihre Integrität und nicht zu vergessen das gute Praxismanagement der Helferinnen: Terminabsprachen und Rezeptbestellungen haben immer herovrragend geklappt.,"I have been with Dr. for more than 15 years. Grandjean as family doctor. She always took her time and helped me in general - including referring me to specialists where necessary and sensible. In addition to the pleasant personal care, I appreciate their integrity and not to forget the good practical management of the helpers: appointments and prescription orders always worked out excellently.",dr. years grandjean family always took time helped general including referring specialists necessary sensible addition pleasant personal care appreciate integrity forget good practical management helpers appointments prescription orders always worked excellently,en,de,0.8333333333333333
Ganze Team ist sehr kompetent und freundlich.,Ganze Team ist sehr kompetent und freundlich.,The whole team is very competent and friendly.,whole team competent friendly,en,de,0.8333333333333333
"Zahnarztbesuche gehören nun wirklich nicht zu meinen liebsten Arztbesuchen. Schon als ich in die Praxis Reinkamm wurde ich auf herzlichste empfangen. Die Beratung war auch einfach super kompetent. Alle Behandlungspunkte werden einem verständlich erklärt und man wird über die Vor- und Nachteile der verschiedenen Behandlungsmöglichkeiten sehr gut informiert. Mir wurde alles genau erklärt und es wurde einem deutlich, dass diese Leute dort wirklich Ahnung von ihrem Handwerk haben. Das kann man ja nicht von vielen behaupten. Ich hatte zwar totale Angst vor der Behandlung, aber diese Angst wurde mir dank des kompetenten Teams sehr schnell genommen. Man wird sehr nett abgelenkt, sodass man gar keine Zeit daran verliert.<br />
Mit dem Ergebnis bin ich sehr zufrieden.<br />
Hier fühlt man sich bereits an der Anmeldung in sicheren Händen.<br />
Fazit: schöne und moderne Praxis,  nettes Team, sympathischer und kompetenter Arzt. Uneingeschränkte Empfehlung. <br />
Vielen Dank und bis zum nächsten Mal!","Zahnarztbesuche gehören nun wirklich nicht zu meinen liebsten Arztbesuchen. Schon als ich in die Praxis Reinkamm wurde ich auf herzlichste empfangen. Die Beratung war auch einfach super kompetent. Alle Behandlungspunkte werden einem verständlich erklärt und man wird über die Vor- und Nachteile der verschiedenen Behandlungsmöglichkeiten sehr gut informiert. Mir wurde alles genau erklärt und es wurde einem deutlich, dass diese Leute dort wirklich Ahnung von ihrem Handwerk haben. Das kann man ja nicht von vielen behaupten. Ich hatte zwar totale Angst vor der Behandlung, aber diese Angst wurde mir dank des kompetenten Teams sehr schnell genommen. Man wird sehr nett abgelenkt, sodass man gar keine Zeit daran verliert.br  Mit dem Ergebnis bin ich sehr zufrieden.br  Hier fühlt man sich bereits an der Anmeldung in sicheren Händen.br  Fazit: schöne und moderne Praxis, nettes Team, sympathischer und kompetenter Arzt. Uneingeschränkte Empfehlung. br  Vielen Dank und bis zum nächsten Mal!","Visits to the dentist are really not one of my favorite things to do. As soon as I walked into the practice I was warmly welcomed. The advice was also simply super competent. All treatment points are explained to you in an understandable way and you are very well informed about the advantages and disadvantages of the various treatment options. Everything was explained to me in detail and it became clear that these people there really know their craft. You can't say that about many people. Although I was completely afraid of the treatment, this fear was quickly overcome thanks to the competent team. You're distracted very nicely, so you don't waste any time.br I'm very happy with the result.br You feel like you're in safe hands as soon as you register.br Conclusion: beautiful and modern practice, nice team, friendly and competent doctor. Unreserved recommendation. br Thank you very much and see you next time!",visits dentist really one favorite things soon walked practice warmly welcomed advice also simply super competent treatment points explained understandable way well informed advantages disadvantages various treatment options everything explained detail became clear people really know craft n't say many people although completely afraid treatment fear quickly overcome thanks competent team 're distracted nicely n't waste time.br happy result.br feel like 're safe hands soon register.br conclusion beautiful modern practice nice team friendly competent unreserved recommendation thank much see next time,en,de,0.8333333333333333
Ich bin mit meiner Betreuung sehr zufrieden und kann Dr. Sachse sehr empfehlen.,Ich bin mit meiner Betreuung sehr zufrieden und kann Dr. Sachse sehr empfehlen.,I am very satisfied with my care and can recommend Dr. Highly recommend Saxony.,satisfied care recommend dr. highly recommend saxony,en,de,0.8333333333333333
"Sehr guter und vertrauensvoller Arzt, der sich individuell Zeit für jeden Patienten nimmt.<br />
Man fühlt sich sehr gut betreut mit der Behandlung, die in kurzer Zeit zur Verbesserung des gesundheitlichen Zustandes führt.","Sehr guter und vertrauensvoller Arzt, der sich individuell Zeit für jeden Patienten nimmt.br  Man fühlt sich sehr gut betreut mit der Behandlung, die in kurzer Zeit zur Verbesserung des gesundheitlichen Zustandes führt.","Very good and trustworthy doctor who takes time for each patient individually. You feel very well looked after with the treatment, which leads to an improvement in your health in a short time.",good trustworthy takes time individually feel well looked treatment leads improvement health short time,en,de,0.8333333333333333
"Mit viel glück steht man nur 10 Minuten an der Anmeldung, da die einzige Sprechstundenhilfe mal eben eine<br />
Blutabnahme durchführt. Dann kommt sie endlich nach vorn und muss dann erst einmal einen Anruf entge-<br />
gen nehmen. Für diesen kleinen ""Eingriff"" verbringt man dann die Wartezeit in einem superkleinen, nicht ge-<br />
rade ansprechenden Wartezimmer, wenn man noch einen Platz bekommt, Das kann dauern. Der eine Pa-<br />
tient beschwerte sich lautstark, dass er nun schon Eineinviertel Stunden auf seine Blutentnahme wartet.<br />
Zwischendurch werden Atteste und dergl. ausgehändigt, wieder telefoniert und dann kommt man irgendwann<br />
an die Reihe. Dann kommt man zum festgelegten Auswertungstermin, um eröffnet zu bekommen, dass der Doktor verreist sei. Auf meinen Einwand, warum man mich nicht benachrichtigt habe, wurde mir eröffnet, das man dies tat, indem man die Absage auf meinen AB sprach, den ich aber leider nicht<br />
besitze. Im Sprechzimmer unüberschaubare Aktenberge.<br />
Dazu kam der völlig aufgedrehte Doktor, der sich noch beschwerte, dass ich eine Verordnung wollte, die<br />
ich mir seiner Meinung nach bei einem anderen Arzt hätte holen müssen.<br />
Unruhe und Chaos durch die schwache Besetzung. Das Personal kann einem nur leid tun.","Mit viel glück steht man nur 10 Minuten an der Anmeldung, da die einzige Sprechstundenhilfe mal eben einebr  Blutabnahme durchführt. Dann kommt sie endlich nach vorn und muss dann erst einmal einen Anruf entge-br  gen nehmen. Für diesen kleinen Eingriff verbringt man dann die Wartezeit in einem superkleinen, nicht ge-br  rade ansprechenden Wartezimmer, wenn man noch einen Platz bekommt, Das kann dauern. Der eine Pa-br  tient beschwerte sich lautstark, dass er nun schon Eineinviertel Stunden auf seine Blutentnahme wartet.br  Zwischendurch werden Atteste und dergl. ausgehändigt, wieder telefoniert und dann kommt man irgendwannbr  an die Reihe. Dann kommt man zum festgelegten Auswertungstermin, um eröffnet zu bekommen, dass der Doktor verreist sei. Auf meinen Einwand, warum man mich nicht benachrichtigt habe, wurde mir eröffnet, das man dies tat, indem man die Absage auf meinen AB sprach, den ich aber leider nichtbr  besitze. Im Sprechzimmer unüberschaubare Aktenberge.br  Dazu kam der völlig aufgedrehte Doktor, der sich noch beschwerte, dass ich eine Verordnung wollte, diebr  ich mir seiner Meinung nach bei einem anderen Arzt hätte holen müssen.br  Unruhe und Chaos durch die schwache Besetzung. Das Personal kann einem nur leid tun.","If you're lucky, you'll only be waiting at the registration desk for 10 minutes because the only receptionist is just taking a blood test. Then she finally comes forward and then has to answer a call first. For this small procedure you spend the waiting time in a super small, not particularly attractive waiting room, if you can still get a place. This can take a while. One patient complained loudly that he had been waiting for a blood sample for an hour and a quarter. In between, certificates and the like were handed out, telephone calls were made again and then at some point it was your turn. Then you come to the scheduled evaluation date to be informed that the doctor is away. In response to my objection as to why I had not been notified, it was explained to me that this was done by saying the rejection on my AB, which unfortunately I do not have. There were unmanageable mountains of files in the consulting room.br In addition, there was the completely excited doctor who complained that I wanted a prescription that, in his opinion, I should have gotten from another doctor.br Restlessness and chaos due to the weak staff. You can only feel sorry for the staff.",'re lucky 'll waiting registration desk minutes receptionist taking blood test finally comes forward answer call first small procedure spend waiting time super small particularly attractive waiting room still get place take one complained loudly waiting blood sample hour quarter certificates like handed telephone calls made point turn come scheduled evaluation date informed away response objection notified explained done saying rejection unfortunately unmanageable mountains files consulting room.br addition completely excited complained wanted prescription opinion gotten another doctor.br restlessness chaos due weak staff feel sorry staff,en,de,3.333333333333333
"Ich bin zu 100% zufrieden.<br />
Dr.Braun macht gute Emfehlungen.",Ich bin zu 100 zufrieden.br  Dr.Braun macht gute Emfehlungen.,I am 100 satisfied.br Dr.Braun makes good recommendations.,100 satisfied.br dr.braun makes good recommendations,en,de,0.8333333333333333
"Das Praxispersonal war unflexibel. Die Ärztin erinnerte mich an einem Rauscheengel.Sie rauschte ins Behandlungszimmer und rauschte auch sehr schnell wieder weg. Für mich als Patient war keine Zeit für Erklärungen oder Fragen. Das zwei Termine notwendig sind um eine Augenhintergrundmessung zu machen, habe ich in 10 Jahren nie erlebt. Dazu muss ich bis zum zweiten Termin wieder 8 Wochen warten.","Das Praxispersonal war unflexibel. Die Ärztin erinnerte mich an einem Rauscheengel.Sie rauschte ins Behandlungszimmer und rauschte auch sehr schnell wieder weg. Für mich als Patient war keine Zeit für Erklärungen oder Fragen. Das zwei Termine notwendig sind um eine Augenhintergrundmessung zu machen, habe ich in 10 Jahren nie erlebt. Dazu muss ich bis zum zweiten Termin wieder 8 Wochen warten.",The practice staff was inflexible. The doctor reminded me of a rushing angel. She rushed into the treatment room and then rushed away again very quickly. For me as a patient there was no time for explanations or questions. In 10 years I have never experienced the need for two appointments to have an eye fundus measurement taken. I have to wait another 8 weeks until the second appointment.,practice staff inflexible reminded rushing angel rushed treatment room rushed away quickly time explanations questions years never experienced need two appointments eye fundus measurement taken wait another weeks second,en,de,4.166666666666667
"Modern und freundlich , aber alles ist eindeutig auf besten Umsatz programmiert. Fühlte mich unwohl.","Modern und freundlich , aber alles ist eindeutig auf besten Umsatz programmiert. Fühlte mich unwohl.","Modern and friendly, but everything is clearly programmed for the best sales. Felt uncomfortable.",modern friendly everything clearly programmed best sales felt uncomfortable,en,de,1.6666666666666665
War von Anfang an ernst genommen ... die Behandlungen und ihre Preise gut geklärt ... Von der jungen Team sehr beeindruckt ...,War von Anfang an ernst genommen ... die Behandlungen und ihre Preise gut geklärt ... Von der jungen Team sehr beeindruckt ...,Was taken seriously from the start... the treatments and their prices were well clarified... Very impressed by the young team...,taken seriously start ... treatments prices well clarified ... impressed young team ...,en,de,0.8333333333333333
"Das gesamte Praxisteam ist sehr nett und zuvorkommend. Alles in allem, eine sehr freundliche Atmosphäre.","Das gesamte Praxisteam ist sehr nett und zuvorkommend. Alles in allem, eine sehr freundliche Atmosphäre.","The entire practice team is very nice and accommodating. All in all, a very friendly atmosphere.",entire practice team nice accommodating friendly atmosphere,en,de,0.8333333333333333
"Dr. Fiedler klärt mich immer sehr detailliert über seine Behandlung und die damit verbundenen Kosten auf. Ich bin mit seiner Leistung, der Behandlung und seinem Praxisteam sehr zufrieden.","Dr. Fiedler klärt mich immer sehr detailliert über seine Behandlung und die damit verbundenen Kosten auf. Ich bin mit seiner Leistung, der Behandlung und seinem Praxisteam sehr zufrieden.","Dr. Fiedler always explains his treatment and the associated costs to me in great detail. I am very satisfied with his performance, the treatment and his practice team.",dr. fiedler always explains treatment associated costs great detail satisfied performance treatment practice team,en,de,0.8333333333333333
"Super nette Ärztin und ein klasse Team!! Nach langem hin und her habe ich mich mit 40 doch noch dazu entschlossen meine Zähne begradigen zu lassen. Vom  1. Termin an wird sich Zeit genommen und alles ganz genau erklärt. Und das Ergebnis sieht fantastisch aus. Ich bin super zufrieden. Es war zwar mit dem einen oder anderem Wehwechen verbunden, aber es hat sich definitiv gelohnt und ich würde es wieder machen. Ich kann Frau Dr. Brauner und Ihr Team absolut empfehlen.","Super nette Ärztin und ein klasse Team!! Nach langem hin und her habe ich mich mit 40 doch noch dazu entschlossen meine Zähne begradigen zu lassen. Vom 1. Termin an wird sich Zeit genommen und alles ganz genau erklärt. Und das Ergebnis sieht fantastisch aus. Ich bin super zufrieden. Es war zwar mit dem einen oder anderem Wehwechen verbunden, aber es hat sich definitiv gelohnt und ich würde es wieder machen. Ich kann Frau Dr. Brauner und Ihr Team absolut empfehlen.","Super nice doctor and a great team!! After a lot of back and forth, at the age of 40 I finally decided to have my teeth straightened. From the first appointment onwards, time is taken and everything is explained in detail. And the result looks fantastic. I'm super satisfied. It was associated with a few aches and pains, but it was definitely worth it and I would do it again. I can thank Dr. Absolutely recommend Brauner and her team.",super nice great team lot back forth age finally decided teeth straightened first onwards time taken everything explained detail result looks fantastic super satisfied associated aches pains definitely worth would thank dr. absolutely recommend brauner team,en,de,0.8333333333333333
"Schon seit meiner ersten Periode bin ich bei Frau Haberl und ich bin mehr als zufrieden. Ich habe mich immer wohlgefühlt, habe immer alle Vorgänge erklärt bekommen und auch tatsächliches Interesse an mir als Mensch und Patient gespürt.","Schon seit meiner ersten Periode bin ich bei Frau Haberl und ich bin mehr als zufrieden. Ich habe mich immer wohlgefühlt, habe immer alle Vorgänge erklärt bekommen und auch tatsächliches Interesse an mir als Mensch und Patient gespürt.","I've been with Ms. Haberl since my first period and I'm more than satisfied. I always felt comfortable, had everything explained to me and also felt real interest in me as a person and patient.",'ve ms. haberl since first period satisfied always felt comfortable everything explained also felt real interest person,en,de,0.8333333333333333
